ch1_zc,ch1_ssc,ch1_mav,ch1_wl,ch1_rms,ch1_var,ch2_zc,ch2_ssc,ch2_mav,ch2_wl,ch2_rms,ch2_var,ch3_zc,ch3_ssc,ch3_mav,ch3_wl,ch3_rms,ch3_var,label
81,182,6.219999999999999e-4,0.146592,7.78e-4,1e-6,76,186,6.17e-4,0.130646,7.95e-4,1e-6,72,175,7.11e-4,0.150678,8.74e-4,1e-6,0
31,98,0.006156,0.417658,0.008542000000000001,7.3e-5,20,78,0.009003,0.684034,0.01096,1.1999999999999999e-4,20,62,0.015337,1.002843,0.018429,3.39e-4,4
80,188,5.83e-4,0.145796,7.379999999999999e-4,1e-6,57,170,6.320000000000001e-4,0.126754,8.2e-4,1e-6,72,176,7.26e-4,0.15121400000000002,9.07e-4,1e-6,0
56,139,9.220000000000001e-4,0.15145999999999998,0.0011949999999999999,1e-6,44,143,7.82e-4,0.125247,9.550000000000001e-4,1e-6,40,153,0.001092,0.15698499999999999,0.0012980000000000001,2e-6,0
41,156,9.86e-4,0.13392300000000001,0.001335,2e-6,43,122,0.001267,0.164448,0.001629,3e-6,35,138,0.0017350000000000002,0.181626,0.002297,5e-6,0
77,190,5.25e-4,0.135752,6.57e-4,0,63,163,9.06e-4,0.150863,0.001294,2e-6,55,152,0.001539,0.183648,0.0022559999999999998,5e-6,0
37,133,0.00199,0.200695,0.002997,9e-6,58,143,0.001841,0.160019,0.002834,8e-6,30,128,0.001978,0.22371799999999997,0.0025039999999999997,6e-6,3
40,149,0.001287,0.173469,0.0015539999999999998,2e-6,27,110,0.00237,0.23444099999999998,0.0028280000000000002,8e-6,25,115,0.002703,0.246824,0.0034130000000000002,1.2e-5,0
68,176,0.00064900000000000005,0.141908,8.089999999999999e-4,1e-6,56,160,7.17e-4,0.137962,8.77e-4,1e-6,129,187,3.37e-4,0.13460999999999998,4.3e-4,0,0
29,73,0.010416,0.737815,0.015261000000000002,2.33e-4,31,66,0.015062,1.46411,0.020188,4.07e-4,27,72,0.022211,1.918741,0.028013999999999997,7.84e-4,0
14,82,0.010573,0.662821,0.015229,2.3199999999999997e-4,24,81,0.010993000000000001,0.9305040000000001,0.013874000000000001,1.92e-4,25,65,0.012953999999999999,1.156536,0.016404,2.69e-4,4
105,194,4.8300000000000003e-4,0.145804,6.01e-4,0,43,171,7.5e-4,0.128724,9.109999999999999e-4,1e-6,55,171,9.58e-4,0.15831900000000002,0.001175,1e-6,0
20,112,0.004453,0.332165,0.005607,3.1e-5,24,64,0.007790000000000001,0.5717409999999999,0.010076,1.01e-4,25,76,0.008006000000000001,0.648115,0.010648000000000001,1.13e-4,0
37,144,0.001962,0.219099,0.0026190000000000002,7.000000000000001e-6,22,100,0.005501,0.44613,0.006412,4.1e-5,30,79,0.008347,0.773913,0.011556,1.33e-4,0
60,172,7.34e-4,0.142817,8.880000000000001e-4,1e-6,70,167,5.809999999999999e-4,0.12526600000000002,7.35e-4,1e-6,73,173,6.04e-4,0.13983199999999998,7.379999999999999e-4,1e-6,0
69,184,5.4e-4,0.125546,6.889999999999999e-4,0,54,184,6.929999999999999e-4,0.131642,8.42e-4,1e-6,90,178,4.8300000000000003e-4,0.127,6.04e-4,0,0
65,174,6.81e-4,0.133414,9.1e-4,1e-6,85,198,5.15e-4,0.129975,6.27e-4,0,97,169,4.4400000000000006e-4,0.132448,5.59e-4,0,0
139,189,2.6000000000000003e-4,0.109355,3.24e-4,0,60,180,6.18e-4,0.130921,7.72e-4,1e-6,115,191,4.36e-4,0.133395,5.63e-4,0,0
34,128,0.002043,0.21666799999999997,0.00251,6e-6,36,70,0.0036969999999999998,0.35867899999999997,0.004833,2.3e-5,34,54,0.008119,0.772994,0.00992,9.8e-5,3
64,157,0.001005,0.172122,0.001277,2e-6,56,167,6.91e-4,0.134525,8.529999999999999e-4,1e-6,97,186,4.39e-4,0.13553800000000002,5.6e-4,0,0
59,172,9.16e-4,0.163326,0.001172,1e-6,60,143,0.001053,0.17033099999999998,0.0013859999999999999,2e-6,71,186,7.019999999999999e-4,0.162427,8.759999999999999e-4,1e-6,0
43,141,0.001603,0.174538,0.0023239999999999997,5e-6,32,121,0.00265,0.247881,0.0033490000000000004,1.1e-5,37,111,0.002734,0.315728,0.003694,1.4000000000000001e-5,8
98,183,3.77e-4,0.117958,4.93e-4,0,60,170,6.61e-4,0.13095199999999999,8.380000000000001e-4,1e-6,90,195,4.92e-4,0.13428199999999998,6.309999999999999e-4,0,0
31,114,0.002257,0.21588800000000002,0.00298,9e-6,22,94,0.004749000000000001,0.37549,0.0058119999999999995,3.4e-5,29,94,0.0038369999999999997,0.40213899999999997,0.0048270000000000006,2.3e-5,2
28,99,0.004599,0.361288,0.006188,3.8e-5,21,64,0.010453,0.806801,0.013683,1.8700000000000002e-4,15,65,0.009622,0.600983,0.01142,1.3000000000000002e-4,5
80,185,5.32e-4,0.123073,6.74e-4,0,54,172,9.15e-4,0.15069200000000002,0.001141,1e-6,100,182,4.2e-4,0.132156,5.29e-4,0,0
21,58,0.006697,0.531976,0.008175,6.7e-5,24,99,0.004224,0.370162,0.006102000000000001,3.7e-5,26,85,0.007726,0.617916,0.009978,9.9e-5,1
61,165,8.029999999999999e-4,0.144253,9.960000000000001e-4,1e-6,39,140,0.001009,0.14715999999999999,0.001207,1e-6,82,189,5.5e-4,0.143347,6.929999999999999e-4,0,0
43,147,0.0012779999999999998,0.205102,0.001607,3e-6,24,92,0.004412,0.35175300000000004,0.005691,3.2e-5,28,134,0.0029460000000000003,0.256392,0.004182,1.7e-5,6
43,161,9.550000000000001e-4,0.134786,0.001233,2e-6,69,177,5.5e-4,0.12319000000000001,6.72e-4,0,87,176,5.24e-4,0.136729,6.85e-4,0,0
22,103,0.0035770000000000003,0.268667,0.004301,1.8e-5,15,87,0.008481,0.531066,0.010212,1.0400000000000001e-4,34,87,0.005714,0.535747,0.0076489999999999995,5.7999999999999994e-5,9
64,178,6.450000000000001e-4,0.13666099999999998,7.99e-4,1e-6,62,163,6.83e-4,0.134168,8.49e-4,1e-6,42,159,8.939999999999999e-4,0.14793,0.001067,1e-6,0
47,163,8.8e-4,0.148305,0.001059,1e-6,95,186,5.31e-4,0.13675199999999998,6.799999999999999e-4,0,62,166,8.69e-4,0.166354,0.0010689999999999999,1e-6,0
56,176,8.289999999999999e-4,0.143228,0.001052,1e-6,52,154,9.21e-4,0.146501,0.001159,1e-6,42,155,0.001108,0.170992,0.001367,2e-6,0
21,107,0.003454,0.32214,0.004325,1.9e-5,27,76,0.010348999999999999,0.8348459999999999,0.013446000000000001,1.81e-4,33,85,0.009257,0.9518909999999999,0.012395999999999999,1.53e-4,1
27,56,0.012639,0.835634,0.018968000000000002,3.6e-4,20,55,0.041951999999999996,3.180397,0.054724,0.002989,21,64,0.038176,2.548467,0.048152999999999994,0.002316,9
67,177,5.9e-4,0.130682,7.22e-4,1e-6,83,169,5.42e-4,0.12173099999999999,7.3e-4,1e-6,114,181,3.5499999999999996e-4,0.126909,4.4e-4,0,0
47,165,0.001077,0.163645,0.001303,2e-6,73,161,6.349999999999999e-4,0.147787,7.94e-4,1e-6,123,194,3.2e-4,0.11964200000000001,4.07e-4,0,0
91,176,5.070000000000001e-4,0.13252,6.18e-4,0,60,177,6.07e-4,0.127271,7.440000000000001e-4,1e-6,88,164,5.95e-4,0.147533,7.93e-4,1e-6,0
138,191,2.6000000000000003e-4,0.105423,3.25e-4,0,49,174,7.639999999999999e-4,0.13341,9.660000000000001e-4,1e-6,137,184,3.23e-4,0.130966,3.91e-4,0,0
60,187,7.9e-4,0.149542,9.84e-4,1e-6,50,149,0.001026,0.172948,0.001255,2e-6,70,179,5.66e-4,0.13905399999999998,6.79e-4,0,0
98,172,0.001163,0.17794400000000002,0.0023989999999999997,6e-6,70,153,0.00448,0.45920900000000003,0.016068,2.54e-4,111,160,0.006968000000000001,0.665227,0.017438,3.03e-4,0
24,96,0.003244,0.27995,0.003899,1.4999999999999999e-5,41,122,0.002102,0.23959499999999997,0.002578,7.000000000000001e-6,21,65,0.008379000000000001,0.532334,0.010478,1.09e-4,2
23,65,0.016373,1.2211049999999999,0.021079,4.43e-4,31,77,0.014061,1.268648,0.017145,2.94e-4,33,80,0.017337,1.608833,0.021822,4.7599999999999997e-4,1
23,62,0.011720999999999999,0.8542559999999999,0.014851,2.2e-4,26,80,0.016045,1.373764,0.019579,3.83e-4,30,81,0.025152,2.422009,0.032695999999999996,0.001067,7
22,82,0.00572,0.40971499999999994,0.007213,5.2000000000000004e-5,27,59,0.012342,1.0231379999999999,0.016628,2.76e-4,30,70,0.008836,0.794219,0.012362,1.53e-4,9
40,129,0.001713,0.22444899999999998,0.002113,4e-6,26,103,0.0036780000000000003,0.327409,0.004838,2.3e-5,27,118,0.002723,0.25049099999999996,0.003481,1.2e-5,6
23,116,0.004274,0.37243200000000004,0.005573,3.1e-5,33,74,0.0065060000000000005,0.709271,0.008005,6.4e-5,28,69,0.009297,0.802219,0.011807,1.39e-4,4
76,183,6.16e-4,0.148582,7.84e-4,1e-6,30,147,0.001281,0.15212799999999999,0.001575,2e-6,67,165,8.66e-4,0.170523,0.0011070000000000001,1e-6,0
63,162,0.0010949999999999998,0.177065,0.001452,2e-6,65,168,8.28e-4,0.149014,0.001029,1e-6,84,187,4.4e-4,0.125752,5.39e-4,0,0
48,161,0.0012439999999999999,0.171216,0.001574,2e-6,26,66,0.007824,0.690229,0.010567,1.1200000000000001e-4,47,151,0.001541,0.20291199999999998,0.0022559999999999998,5e-6,6
31,118,0.003116,0.293951,0.0047020000000000005,2.2e-5,23,76,0.00692,0.5378390000000001,0.010431000000000001,1.09e-4,26,78,0.007551,0.6101449999999999,0.009272,8.6e-5,2
86,169,4.7999999999999996e-4,0.114122,6.25e-4,0,81,173,5.6e-4,0.12255,7.27e-4,1e-6,62,157,6.46e-4,0.129447,7.99e-4,1e-6,0
24,51,0.013863,1.0026950000000001,0.019358,3.75e-4,19,38,0.042468,2.586656,0.053639,0.0028770000000000002,23,72,0.014584,1.1069120000000001,0.018789,3.5299999999999996e-4,5
65,170,6.2e-4,0.130572,8.01e-4,1e-6,77,179,5.72e-4,0.129471,7.019999999999999e-4,0,51,151,6.6e-4,0.125173,8.31e-4,1e-6,0
35,118,0.002405,0.275971,0.0029649999999999998,9e-6,38,69,0.005197,0.521863,0.006813,4.6e-5,24,70,0.008226,0.628401,0.010944,1.1999999999999999e-4,4
25,76,0.00563,0.408252,0.007037999999999999,5e-5,41,134,0.001695,0.200254,0.0022440000000000003,5e-6,29,82,0.0048530000000000005,0.377658,0.006509,4.2e-5,1
29,85,0.004979,0.39722399999999997,0.006745999999999999,4.5e-5,30,74,0.005417,0.556932,0.006631999999999999,4.4e-5,37,90,0.0061979999999999995,0.598629,0.008939,8e-5,1
74,172,6.62e-4,0.144279,8.619999999999999e-4,1e-6,36,169,0.001023,0.150321,0.001228,2e-6,70,177,6.230000000000001e-4,0.13510899999999998,7.769999999999999e-4,1e-6,0
22,49,0.024998,1.375521,0.038775,0.0015019999999999999,25,66,0.012184,0.960417,0.016843,2.8199999999999997e-4,29,69,0.01687,1.444549,0.022275,4.96e-4,1
43,134,0.0018670000000000002,0.214218,0.002403,6e-6,20,94,0.005453,0.42480500000000004,0.00703,4.9e-5,21,80,0.005335,0.45444399999999996,0.007045,5e-5,6
29,83,0.0037619999999999997,0.33271300000000004,0.004718,2.2e-5,26,86,0.008931999999999999,0.739218,0.011737000000000001,1.38e-4,28,77,0.012043,0.9668559999999999,0.015449000000000001,2.39e-4,9
79,182,5.780000000000001e-4,0.155869,7.13e-4,1e-6,88,178,5.16e-4,0.132606,6.84e-4,0,64,171,5.52e-4,0.128307,6.83e-4,0,0
36,127,0.0010710000000000001,0.130219,0.001219,1e-6,51,158,7.87e-4,0.136904,9.77e-4,1e-6,37,159,0.00114,0.150103,0.001395,2e-6,0
78,176,5.41e-4,0.138234,6.85e-4,0,51,161,7.32e-4,0.129967,9.140000000000001e-4,1e-6,75,173,6.11e-4,0.134953,7.54e-4,1e-6,0
138,196,3e-4,0.11595899999999999,3.94e-4,0,64,173,5.91e-4,0.111364,7.28e-4,1e-6,86,180,4.21e-4,0.12294100000000001,5.269999999999999e-4,0,0
51,142,0.001099,0.144077,0.001395,2e-6,69,155,5.009999999999999e-4,0.109027,6.25e-4,0,52,151,8.83e-4,0.134373,0.0010810000000000001,1e-6,0
23,120,0.002732,0.23660799999999998,0.0034560000000000003,1.2e-5,24,89,0.005178,0.457851,0.006647,4.4e-5,20,90,0.0058920000000000005,0.46558999999999995,0.00735,5.4000000000000005e-5,8
97,184,3.7e-4,0.10683499999999999,4.71e-4,0,67,171,6.57e-4,0.138963,8.31e-4,1e-6,77,183,7.62e-4,0.15557000000000001,9.62e-4,1e-6,0
22,118,0.0022129999999999997,0.189594,0.002886,8e-6,56,154,8.710000000000001e-4,0.154778,0.001105,1e-6,34,151,0.001324,0.17191700000000001,0.001928,4e-6,0
57,145,0.0013210000000000001,0.20613,0.00164,3e-6,30,79,0.005217,0.415911,0.006695,4.5e-5,28,103,0.003817,0.335343,0.004784,2.3e-5,6
54,176,6.69e-4,0.129896,8.19e-4,1e-6,46,154,8.65e-4,0.135799,0.001073,1e-6,74,162,5.769999999999999e-4,0.137241,7.15e-4,1e-6,0
103,188,3.64e-4,0.107775,4.59e-4,0,42,158,8.060000000000001e-4,0.136021,9.390000000000001e-4,1e-6,79,190,5.59e-4,0.13697,6.86e-4,0,0
76,179,6.29e-4,0.143264,8.05e-4,1e-6,45,138,0.0010710000000000001,0.154425,0.001333,2e-6,56,159,0.001157,0.182811,0.001501,2e-6,0
39,129,0.0022140000000000003,0.220183,0.0034560000000000003,1.2e-5,43,135,0.0018780000000000001,0.195305,0.002525,6e-6,44,137,0.0017760000000000002,0.216896,0.002238,5e-6,0
18,67,0.007568999999999999,0.5007229999999999,0.009384,8.8e-5,23,73,0.0055119999999999995,0.460621,0.006714,4.5e-5,25,100,0.004079,0.366676,0.004964,2.5e-5,8
26,104,0.0040149999999999995,0.26453499999999996,0.005007,2.5e-5,37,99,0.0030489999999999996,0.32093299999999997,0.0040479999999999995,1.6e-5,31,114,0.003992,0.349089,0.005396,2.8999999999999997e-5,5
27,97,0.003387,0.285242,0.004098,1.7e-5,31,85,0.00466,0.446275,0.006104,3.7e-5,23,78,0.007252,0.604935,0.008597,7.4e-5,3
80,185,5.24e-4,0.134142,6.53e-4,0,78,164,5.29e-4,0.122557,6.78e-4,0,65,175,6.08e-4,0.13558599999999998,7.160000000000001e-4,1e-6,0
52,178,7.28e-4,0.142778,8.869999999999999e-4,1e-6,60,164,7.39e-4,0.130145,9.42e-4,1e-6,66,180,6.59e-4,0.132537,8.39e-4,1e-6,0
24,73,0.008989,0.6253890000000001,0.011704,1.3700000000000002e-4,22,51,0.023954,1.785565,0.029914999999999997,8.95e-4,37,91,0.009037,0.991325,0.011529000000000001,1.33e-4,9
40,146,0.001239,0.158111,0.0015199999999999999,2e-6,34,116,0.001374,0.159908,0.001663,3e-6,33,113,0.001994,0.21544699999999997,0.002286,5e-6,0
25,107,0.003527,0.286528,0.0044399999999999995,2e-5,32,96,0.0044340000000000004,0.399152,0.005973,3.6e-5,32,71,0.008531,0.7443390000000001,0.011387999999999999,1.3000000000000002e-4,8
29,103,0.003324,0.33111799999999997,0.004458,2e-5,28,59,0.012015999999999999,0.996972,0.015241999999999999,2.3199999999999997e-4,28,67,0.00824,0.748087,0.010851999999999999,1.18e-4,4
36,124,0.0015789999999999999,0.184001,0.0019320000000000001,4e-6,40,124,0.001258,0.169237,0.001541,2e-6,32,104,0.0033350000000000003,0.305261,0.00449,2e-5,0
28,116,0.002286,0.200148,0.002911,8e-6,36,145,0.0018559999999999998,0.210617,0.002468,6e-6,29,94,0.0043950000000000005,0.400891,0.005733,3.3e-5,3
52,172,7.13e-4,0.120012,8.52e-4,1e-6,77,171,5.16e-4,0.127531,6.4e-4,0,64,169,7.830000000000001e-4,0.142561,0.001013,1e-6,0
53,186,7.12e-4,0.13131900000000002,8.939999999999999e-4,1e-6,37,101,0.001925,0.21406799999999998,0.002294,5e-6,43,149,0.001025,0.153609,0.001243,2e-6,0
31,129,0.001796,0.201138,0.0021969999999999997,5e-6,47,164,0.0014089999999999999,0.16786199999999998,0.0017989999999999998,3e-6,25,95,0.0041670000000000006,0.35336,0.005007999999999999,2.5e-5,6
36,104,0.003486,0.340014,0.004769,2.3e-5,24,76,0.012775,1.102832,0.015929,2.54e-4,17,75,0.017506999999999998,1.154463,0.021754,4.7300000000000006e-4,9
73,156,0.0036780000000000003,0.390764,0.010162000000000001,1.02e-4,47,129,0.014862,1.092481,0.033431,0.001117,59,137,0.007615,0.46979799999999994,0.017130000000000003,2.93e-4,5
22,81,0.005053,0.41611099999999995,0.006371,4.1e-5,20,90,0.004555,0.35723699999999997,0.005736,3.3e-5,27,69,0.005953,0.554194,0.0072180000000000005,5.2000000000000004e-5,1
32,80,0.0051909999999999994,0.46412200000000003,0.006551,4.3e-5,31,72,0.009170000000000001,0.9264450000000001,0.01215,1.48e-4,28,60,0.013881000000000001,1.17353,0.016738999999999997,2.8e-4,4
34,99,0.002762,0.28213,0.003435,1.2e-5,34,93,0.005294,0.461308,0.006765,4.6e-5,26,88,0.0037409999999999995,0.34991700000000003,0.0045850000000000005,2.1e-5,2
37,82,0.0027429999999999998,0.294518,0.0036409999999999997,1.3000000000000001e-5,27,85,0.005762,0.491375,0.007262,5.3e-5,32,72,0.007015,0.704102,0.008587000000000001,7.4e-5,3
91,174,4.13e-4,0.12852,5.070000000000001e-4,0,52,152,8.410000000000001e-4,0.14463399999999998,0.001053,1e-6,31,137,0.001257,0.167667,0.001491,2e-6,0
129,198,2.5699999999999996e-4,0.100882,3.31e-4,0,112,187,3.59e-4,0.121896,4.5e-4,0,101,192,4.2199999999999996e-4,0.133971,5.22e-4,0,0
136,196,2.6000000000000003e-4,0.10396300000000001,3.37e-4,0,82,178,4.87e-4,0.11737,6.259999999999999e-4,0,74,181,4.79e-4,0.130394,5.92e-4,0,0
18,108,0.005115,0.30490700000000004,0.007372,5.4000000000000005e-5,26,121,0.003928,0.321602,0.004988,2.5e-5,28,106,0.004074,0.325683,0.005727,3.3e-5,7
28,96,0.0047729999999999995,0.369352,0.0062759999999999995,3.9e-5,21,77,0.01027,0.8901530000000001,0.013022999999999998,1.6999999999999999e-4,34,90,0.008931999999999999,0.9515620000000001,0.01151,1.32e-4,4
63,183,5.72e-4,0.12824100000000002,6.900000000000001e-4,0,66,175,5.86e-4,0.129411,7.13e-4,1e-6,50,175,7.830000000000001e-4,0.133761,9.81e-4,1e-6,0
20,53,0.014719,1.046201,0.019709,3.88e-4,26,67,0.010114,0.8595700000000001,0.01305,1.6999999999999999e-4,27,95,0.0076560000000000005,0.706595,0.009312,8.7e-5,8
29,108,0.002799,0.244022,0.00349,1.2e-5,29,89,0.004878,0.45160500000000003,0.006624,4.4e-5,22,97,0.004190999999999999,0.382345,0.0052640000000000004,2.8000000000000003e-5,6
32,110,0.00305,0.25615,0.004077,1.7e-5,25,91,0.006470999999999999,0.550178,0.00783,6.1e-5,25,64,0.012407,1.0120120000000001,0.015300999999999999,2.34e-4,7
72,180,5.99e-4,0.145795,7.72e-4,1e-6,46,174,7.62e-4,0.125099,9.199999999999999e-4,1e-6,50,172,0.001175,0.145727,0.001567,2e-6,0
27,117,0.0028120000000000003,0.230188,0.003529,1.2e-5,30,96,0.002345,0.24180700000000002,0.0028120000000000003,8e-6,33,107,0.002343,0.25786,0.0030210000000000002,9e-6,0
42,146,0.001111,0.163144,0.001376,2e-6,63,183,6.21e-4,0.130421,7.55e-4,1e-6,50,157,0.001083,0.163976,0.001364,2e-6,0
25,104,0.002898,0.262425,0.003599,1.3000000000000001e-5,24,83,0.008020999999999999,0.614035,0.010342,1.0700000000000001e-4,25,65,0.012836000000000002,1.004909,0.015994,2.56e-4,7
75,177,5.53e-4,0.14571199999999998,6.82e-4,0,33,136,0.001478,0.178799,0.0017629999999999998,3e-6,42,160,0.00108,0.165219,0.0014089999999999999,2e-6,0
63,159,4.92e-4,0.106743,6.15e-4,0,40,139,0.001255,0.153436,0.001519,2e-6,30,115,0.0021609999999999997,0.214507,0.002843,8e-6,0
56,174,7.86e-4,0.149589,9.82e-4,1e-6,74,184,6.519999999999999e-4,0.144817,8.230000000000001e-4,1e-6,87,182,5.38e-4,0.139787,6.87e-4,0,0
35,115,0.002372,0.249385,0.0031940000000000002,1e-5,33,60,0.00806,0.6884520000000001,0.010844,1.18e-4,34,101,0.0035840000000000004,0.376348,0.004723,2.2e-5,5
29,95,0.0034579999999999997,0.33021300000000003,0.00443,2e-5,23,90,0.0062439999999999996,0.520517,0.007447,5.5e-5,19,70,0.013966999999999999,0.9966790000000001,0.016434999999999998,2.7e-4,7
29,89,0.003333,0.30608,0.004093,1.7e-5,27,77,0.008879999999999999,0.778878,0.011927,1.4199999999999998e-4,30,77,0.008668,0.755386,0.012177,1.48e-4,7
28,96,0.0035759999999999998,0.317092,0.0043950000000000005,1.9e-5,27,85,0.004971,0.437805,0.006253,3.9e-5,24,77,0.009120999999999999,0.768692,0.012296,1.51e-4,7
34,105,0.003549,0.324408,0.004775,2.3e-5,30,82,0.005898,0.566301,0.007594,5.7999999999999994e-5,24,56,0.012579,0.9323440000000001,0.015806,2.5e-4,7
62,172,7.99e-4,0.145035,9.81e-4,1e-6,66,168,0.0010710000000000001,0.183609,0.002381,6e-6,75,183,4.87e-4,0.11898800000000001,5.97e-4,0,0
47,127,0.007666,0.554307,0.015045,2.25e-4,41,109,0.0055049999999999995,0.457851,0.00885,7.8e-5,51,125,0.0029879999999999998,0.371935,0.004751,2.3e-5,0
34,158,0.001188,0.155601,0.00148,2e-6,35,140,0.001129,0.142101,0.0014320000000000001,2e-6,44,159,0.001137,0.15954100000000002,0.001415,2e-6,0
36,98,0.003718,0.370029,0.004907,2.4e-5,27,69,0.0087,0.7908390000000001,0.010546,1.1100000000000001e-4,21,55,0.014293,1.195997,0.017156,2.94e-4,4
25,72,0.008326,0.6795939999999999,0.010223999999999999,1.0400000000000001e-4,21,65,0.009876000000000001,0.819293,0.011583,1.34e-4,26,65,0.015525,1.187651,0.019769,3.91e-4,1
70,195,6.7e-4,0.149082,8.63e-4,1e-6,64,173,5.85e-4,0.130246,7.24e-4,1e-6,78,181,5.809999999999999e-4,0.147368,7.22e-4,1e-6,0
115,192,2.93e-4,0.10418499999999999,3.7200000000000004e-4,0,133,189,3.03e-4,0.119154,3.81e-4,0,131,196,2.99e-4,0.12108,3.7400000000000004e-4,0,0
28,127,0.0016719999999999999,0.164073,0.002096,4e-6,44,130,0.0017870000000000002,0.202048,0.002461,6e-6,30,113,0.00203,0.211277,0.002931,9e-6,0
49,127,0.00176,0.23492600000000002,0.002329,5e-6,25,64,0.0067079999999999996,0.540366,0.008034999999999999,6.500000000000001e-5,35,82,0.004898,0.456854,0.006382,4.1e-5,4
24,87,0.0040490000000000005,0.33229200000000003,0.005291,2.8000000000000003e-5,17,74,0.007497,0.471129,0.009112,8.3e-5,31,79,0.006756,0.6469600000000001,0.008665,7.5e-5,3
32,96,0.003139,0.262228,0.003907,1.4999999999999999e-5,30,82,0.007281,0.616183,0.009228,8.499999999999999e-5,24,73,0.010098000000000001,0.890949,0.012435,1.55e-4,9
20,63,0.006527,0.44813400000000003,0.008672,7.5e-5,22,80,0.005651,0.476596,0.007331,5.4000000000000005e-5,30,91,0.004884,0.497414,0.006239,3.9e-5,8
50,150,0.001268,0.17594500000000002,0.0016420000000000002,3e-6,45,167,0.001056,0.136688,0.001576,2e-6,43,118,0.001594,0.19452,0.002015,4e-6,0
88,181,4.3499999999999995e-4,0.123174,5.41e-4,0,64,175,5.17e-4,0.12184500000000001,6.230000000000001e-4,0,89,171,4.8499999999999997e-4,0.14033199999999998,6.11e-4,0,0
30,115,0.0019809999999999997,0.20864699999999997,0.002389,6e-6,33,113,0.003218,0.290952,0.0052060000000000006,2.7000000000000002e-5,36,101,0.002925,0.30548600000000004,0.0037229999999999997,1.4000000000000001e-5,2
126,194,3.88e-4,0.149429,4.84e-4,0,81,187,5.53e-4,0.1305,7.28e-4,1e-6,147,200,2.8700000000000004e-4,0.131141,3.63e-4,0,0
44,144,0.001126,0.148755,0.001377,2e-6,96,180,4.53e-4,0.128339,5.72e-4,0,47,153,9.07e-4,0.162712,0.001112,1e-6,0
58,169,6.98e-4,0.135978,8.92e-4,1e-6,80,162,4.93e-4,0.10898699999999999,6.230000000000001e-4,0,90,167,5.35e-4,0.134128,6.59e-4,0,0
18,89,0.00491,0.380698,0.006492,4.2e-5,34,71,0.006566,0.6769470000000001,0.008178,6.7e-5,21,67,0.014769,1.207493,0.017695,3.1299999999999996e-4,1
57,163,7.24e-4,0.132243,9.25e-4,1e-6,54,155,8.900000000000001e-4,0.14594200000000002,0.001094,1e-6,56,167,6.14e-4,0.122298,7.440000000000001e-4,1e-6,0
27,106,0.003124,0.239664,0.004496,2e-5,21,90,0.005707,0.41851400000000005,0.007564,5.6999999999999996e-5,28,109,0.004519,0.35262,0.0060490000000000006,3.6e-5,5
22,66,0.009491,0.623279,0.012669,1.6e-4,28,76,0.008006999999999998,0.640624,0.009678,9.4e-5,26,72,0.011639,1.0536969999999999,0.014191999999999998,2.0099999999999998e-4,1
28,115,0.002438,0.25254699999999997,0.002978,9e-6,23,61,0.009801,0.8202799999999999,0.011821,1.4e-4,32,82,0.00626,0.644029,0.007815,6.1e-5,9
34,125,0.002318,0.215567,0.003479,1.2e-5,26,93,0.002884,0.273005,0.0036439999999999997,1.3000000000000001e-5,28,117,0.003208,0.33931100000000003,0.004163,1.7e-5,3
70,182,6.56e-4,0.14657699999999999,8.039999999999999e-4,1e-6,49,139,0.001288,0.163695,0.0016510000000000001,3e-6,46,148,0.001697,0.20389200000000002,0.002176,5e-6,0
25,95,0.0031100000000000004,0.285256,0.004131,1.7e-5,32,109,0.0033490000000000004,0.27221799999999996,0.004733,2.2e-5,24,78,0.007528,0.599159,0.009002,8.1e-5,3
41,134,0.0018440000000000002,0.22595,0.002292,5e-6,33,111,0.00248,0.257255,0.0032270000000000003,1e-5,33,90,0.003989,0.360933,0.005396,2.8999999999999997e-5,6
23,86,0.005797,0.478155,0.007474,5.6000000000000006e-5,26,75,0.009218,0.8130930000000001,0.01214,1.47e-4,24,84,0.005914,0.542469,0.007645,5.7999999999999994e-5,2
51,177,7.12e-4,0.127476,8.74e-4,1e-6,97,183,4.29e-4,0.121851,5.37e-4,0,108,197,3.7e-4,0.124376,4.7699999999999994e-4,0,0
28,92,0.003921,0.376367,0.004738,2.2e-5,26,77,0.006220000000000001,0.5924659999999999,0.0077599999999999995,5.9999999999999995e-5,24,78,0.010254000000000001,0.7637010000000001,0.013299,1.77e-4,1
79,176,5.26e-4,0.131324,6.450000000000001e-4,0,66,170,6.63e-4,0.141087,8.24e-4,1e-6,132,192,3.22e-4,0.133429,3.96e-4,0,0
17,105,0.005009,0.348082,0.006232,3.9e-5,31,80,0.006176,0.576624,0.007718000000000001,5.9999999999999995e-5,31,77,0.007339,0.657371,0.009609999999999999,9.2e-5,4
26,84,0.0043219999999999995,0.37673,0.005382,2.8999999999999997e-5,31,60,0.007462999999999999,0.710332,0.009965,9.9e-5,26,82,0.004661,0.408339,0.005874,3.4e-5,2
38,135,0.00202,0.21993000000000001,0.002522,6e-6,29,106,0.0036130000000000003,0.29678899999999997,0.005063000000000001,2.6000000000000002e-5,20,99,0.005611,0.404567,0.0069700000000000005,4.9e-5,6
25,89,0.004184,0.369336,0.005521,2.9999999999999997e-5,26,75,0.008075,0.702538,0.009996,1e-4,24,62,0.028162,2.0016990000000003,0.034443,0.001186,7
